"","name","degree","degree_in","degree_out","eigen","community"
"438","Dimitri Christoforidis",1,0,1,0,"10"
"439","Ding Ke-Feng",15,0,15,0,"1"
"440","Diwakar Davar",3,0,3,0,"5"
"441","Do-Youn Oh",1,0,1,0,"5"
"442","Dominik Paul Modest",2,0,2,0,"5"
"443","Dong-A University Hospital",6,5,1,5.57549435446271e-14,"25"
"444","Dorte Nielsen",1,0,1,0,"13"
"445","Douglas Tyler",1,0,1,0,"7"
"446","Dr Anjali Zarkar",1,0,1,0,"5"
"447","Dr Michael Scott",2,0,2,0,"28"
"448","Dr Rajendra A. Badwe",1,0,1,0,"19"
"449","Dr. Alberto Herreros de Tejada Echanojáuregui",1,0,1,0,"24"
"450","Dr. Christopher Mueller",2,0,2,0,"6"
"451","Dr. Ersin Arslan Education and Training Hospital",1,0,1,0,"14"
"452","Dr. Gordon Buduhan",3,0,3,0,"6"
"453","Dr. Reddy's Laboratories Limited",1,0,1,0,"103"
"454","Dr. Sarkis Meterissian",1,0,1,0,"104"
"455","Dr. Te Vuong",1,0,1,0,"11"
"456","Dr. Yoram Shir",3,0,3,0,"6"
"457","DualityBio Inc.",1,0,1,0,"7"
"458","Dublin City University",3,1,2,0,"6"
"459","Duke University",45,14,31,1.8131710398278e-05,"7"
"460","Duke-NUS Graduate Medical School",3,2,1,0,"21"
"461","Dutch Colorectal Cancer Group (DCCG)",9,2,7,3.57956810572035e-07,"5"
"462","EBG MedAustron GmbH",1,0,1,0,"105"
"463","EBMT Solid Tumors Working Party",2,1,1,1.06815816452426e-09,"28"
"464","ECOG-ACRIN Cancer Research Group",10,2,8,0.00151394054841299,"7"
"465","ECS-Progastrin SA",1,0,1,0,"106"
"466","EDUARDO ALBENIZ",10,0,10,0,"107"
"467","EMD Serono",3,2,1,1.62688281842533e-05,"7"
"468","EMD Serono Research & Development Institute, Inc.",2,0,2,0,"5"
"469","ETOP IBCSG Partners Foundation",21,8,13,0.00793837869726598,"5"
"470","East Lancashire Hospitals NHS Trust",2,1,1,0,"108"
"471","East and North Hertfordshire NHS Trust",5,0,5,0,"28"
"472","Eastern Cooperative Oncology Group",17,10,7,0.20024672601703,"7"
"473","Eastern Hepatobiliary Surgery Hospital",26,10,16,2.15945142977098e-09,"1"
"474","Eben Rosenthal",1,0,1,0,"7"
"475","Edelman, Martin, M.D.",1,0,1,0,"5"
"476","Edward Kim",2,0,2,0,"7"
"477","Edward Nelson",2,0,2,0,"11"
"478","Effector Therapeutics",3,1,2,5.97943205147785e-06,"5"
"479","Egetis Therapeutics",2,0,2,0,"109"
"480","Eileen Connolly",1,0,1,0,"11"
"481","Eisai Co., Ltd.",6,4,2,1.28244908461475e-07,"21"
"482","Eisai Inc.",25,20,5,0.00315219928616301,"11"
"483","Eli Lilly and Company",60,50,10,0.000934193008348874,"5"
"484","Elizabeth Buchbinder, MD",1,0,1,0,"7"
"485","Elizabeth Van Eycken",1,0,1,0,"110"
"486","Emory University",36,6,30,3.30411741277264e-06,"7"
"487","Endofotonics Pte Ltd",2,1,1,0,"21"
"488","Endomagnetics Inc",3,1,2,2.22889887091063e-06,"7"
"489","Enhanced Medical",1,0,1,0,"6"
"490","EnhancedBio USA Inc.",1,0,1,0,"111"
"491","Ente Ospedaliero Cantonale, Bellinzona",2,0,2,0,"10"
"492","Envision Healthcare Scientific Intelligence, Inc.",1,0,1,0,"7"
"493","Epigenomics, Inc",3,0,3,0,"7"
"494","Erasme University Hospital",12,4,8,1.454903720849e-08,"12"
"495","Erasmus Medical Center",40,17,23,1.5246175661772e-05,"16"
"496","Eric Winer, MD",5,0,5,0,"11"
"497","Erica Alves Nogueira Fabro",1,0,1,0,"112"
"498","Escure Biotechnology Corp",1,0,1,0,"113"
"499","Esra ÖZER",1,0,1,0,"114"
"500","Esraa Hassan,MD",1,0,1,0,"24"
"501","Ethicon Endo-Surgery (Europe) GmbH",2,0,2,0,"115"
"502","Ethicon, Inc.",3,2,1,0,"24"
"503","Etubics Corporation",1,0,1,0,"7"
"504","Eunseong Medical Foundation Good GANG-AN HOSPITAL",1,0,1,0,"11"
"505","European Breast Cancer Reseach Association of Surgical Trialists",9,2,7,0,"28"
"506","European Georges Pompidou Hospital",3,1,2,0,"17"
"507","European Institute of Oncology",23,6,17,1.87486207628889e-08,"10"
"508","European Organisation for Research and Treatment of Cancer - EORTC - EORTC",80,14,66,0.006471475270083,"5"
"509","European Paediatric Soft Tissue Sarcoma Study Group",4,0,4,0,"28"
"510","European Pathway Association",1,0,1,0,"12"
"511","Evgen Pharma",1,0,1,0,"5"
"512","Ewha Womans University Mokdong Hospital",18,2,16,3.65445275169159e-14,"25"
"513","Exact Sciences Corporation",7,2,5,3.47129291604946e-11,"7"
"514","Exactis Innovation",3,2,1,1.73425065504655e-06,"6"
"515","Eye & ENT Hospital of Fudan University",14,0,14,0,"1"
"516","Fachklinik Hornheide an der Universität Münster",2,0,2,0,"116"
"517","Federal University of Minas Gerais",3,0,3,0,"4"
"518","Federal University of São Paulo",1,0,1,0,"100"
"519","Federation Francophone de Cancerologie Digestive",21,11,10,0.000584026253964259,"5"
"520","Federation of Breast Diseases Societies",3,0,3,0,"14"
"521","Federico Aucejo",1,0,1,0,"7"
"522","Federico II University",5,4,1,2.21568227061989e-08,"10"
"523","Ferronova Pty Ltd",5,0,5,0,"21"
"524","Fibralign Corporation",2,0,2,0,"7"
"525","Fifth Affiliated Hospital, Sun Yat-Sen University",7,4,3,1.67736819406802e-10,"1"
"526","Filipa Lynce, MD",2,0,2,0,"5"
"527","Finn, Olivera, PhD",2,0,2,0,"7"
"528","Finnish Breast Cancer Group",4,1,3,5.45150969127205e-09,"5"
"529","First Affiliated Hospital Xi'an Jiaotong University",41,18,23,3.5196929887167e-09,"1"
"530","First Affiliated Hospital of Harbin Medical University",7,6,1,1.24292678521448e-10,"1"
"531","First Affiliated Hospital of Shantou University Medical College",3,2,1,1.00737243030825e-10,"1"
"532","First Affiliated Hospital of Wenzhou Medical University",14,11,3,2.54231437410777e-09,"1"
"533","First Affiliated Hospital of Zhejiang University",21,7,14,2.47565624273436e-09,"1"
"534","First Affiliated Hospital, Sun Yat-Sen University",58,19,39,2.07962646335328e-09,"1"
"535","First Hospital of China Medical University",39,17,22,1.44971573601792e-09,"1"
"536","First Sense Medical, LLC",1,0,1,0,"117"
"537","Flemming Forsberg",1,0,1,0,"7"
"538","Florida A&M University",1,0,1,0,"7"
"539","FluidAI Medical",2,0,2,0,"6"
"540","Focused Ultrasound Foundation",2,1,1,2.97969835586888e-14,"25"
"541","Fondazione IRCCS Istituto Nazionale dei Tumori, Milano",38,3,35,1.88113587833786e-09,"10"
"542","Fondazione Melanoma Onlus",1,0,1,0,"5"
"543","Fondazione Michelangelo",2,1,1,4.35425153944835e-06,"5"
"544","Fondazione Poliambulanza Istituto Ospedaliero",57,1,56,1.40116873154102e-07,"10"
"545","Fondazione Policlinico Universitario Agostino Gemelli IRCCS",8,5,3,2.20626991232394e-08,"10"
"546","Fondazione Policlinico Universitario Campus Bio-Medico",1,0,1,0,"118"
"547","Fondazione Sandro Pitigliani",1,0,1,0,"5"
"548","Fondazione per la Medicina Personalizzata",1,0,1,0,"10"
"549","Foothills Medical Centre",3,0,3,0,"6"
"550","Foundation for Liver Research",1,0,1,0,"16"
"551","Fourth Affiliated Hospital of Guangxi Medical University",4,2,2,4.32748805945129e-12,"119"
"552","Fox Chase Cancer Center",16,4,12,0.0252977527111136,"7"
"553","Franco Carli",1,0,1,0,"6"
"554","Fred Hutchinson Cancer Center",10,3,7,3.94671366930926e-09,"7"
"555","Fredrik Klevebro",1,0,1,0,"13"
"556","French Association for the Advancement Medical Research",1,0,1,0,"1"
"557","French Society of Coloproctology",1,0,1,0,"17"
"558","Fu Jen Catholic University",1,0,1,0,"120"
"559","Fuda Cancer Hospital, Guangzhou",5,0,5,0,"52"
"560","Fudan University",152,40,112,6.97094641347705e-09,"1"
"561","Fujian Medical University",50,2,48,1.90480332974132e-10,"1"
"562","Fukushima Medical University",2,0,2,0,"21"
"563","FullHope Biomedical Co., Ltd.",1,0,1,0,"77"
"564","Funan Liu",3,0,3,0,"121"
"565","Fundacao Champalimaud",7,1,6,4.74247468917178e-10,"28"
"566","Fundacio Clinic Barcelona",2,0,2,0,"5"
"567","Fundacion CRIS de Investigación para Vencer el Cáncer",5,1,4,0,"24"
"568","Fundacion Clinic per a la Recerca Biomédica",4,2,2,2.78192314557475e-09,"24"
"569","Fundacion Oncosur",3,0,3,0,"5"
"570","Fundació Institut Germans Trias i Pujol",19,1,18,0,"24"
"571","Fundación Academia Española de Dermatología",1,0,1,0,"5"
"572","Fundación Salud de los Andes",3,1,2,7.90539622828271e-15,"19"
"573","Fundación de Investigación Biomédica - Hospital Universitario de La Princesa",4,0,4,0,"24"
"574","Fundación de investigación HM",1,0,1,0,"122"
"575","Fundación para el Fomento de la Investigación Sanitaria y Biomédica de la Comunitat Valenciana",1,0,1,0,"24"
"576","Fundación para la Investigación del Hospital Clínico de Valencia",9,1,8,7.32008048793394e-07,"16"
"577","G. Hatzikosta General Hospital",1,0,1,0,"123"
"578","G.V. Bondar Republican Cancer Center",3,1,2,0,"71"
"579","GE Healthcare",19,18,1,0.00010266714747721,"11"
"580","GERCOR - Multidisciplinary Oncology Cooperative Group",14,4,10,0.000183580282109083,"5"
"581","GOG Foundation",1,0,1,0,"7"
"582","GWT-TUD GmbH",4,1,3,7.36168532227195e-11,"5"
"583","Gabi Chiorean, MD",3,0,3,0,"5"
"584","Gachon University",1,0,1,0,"25"
"585","Gachon University Gil Medical Center",6,4,2,9.06914812833965e-14,"25"
"586","Gadjah Mada University",4,0,4,0,"124"
"587","Galician Research Group on Digestive Tumors",1,0,1,0,"6"
"588","Galzu Institute of Research, Teaching, Science and Applied Technology",3,0,3,0,"125"
"589","Gangnam Severance Hospital",10,5,5,1.21014337665294e-13,"25"
"590","Gangneung Asan Hospital",1,0,1,0,"25"
"591","Gary Morrow",1,0,1,0,"7"
"592","Gary Schwartz",2,0,2,0,"5"
"593","GenMont Biotech Incorporation",1,0,1,0,"77"
"594","GeneCast Biotechnology Co., Ltd.",9,7,2,4.60954057667671e-10,"1"
"595","Genentech, Inc.",80,72,8,0.0190179732735147,"7"
"596","Geneplus-Beijing Co. Ltd.",7,5,2,3.48952084177518e-10,"1"
"597","Generic Devices Consulting, Inc.",1,0,1,0,"4"
"598","Genetron Health",18,0,18,0,"1"
"599","Genexine, Inc.",1,0,1,0,"11"
"600","Genome & Company",1,0,1,0,"5"
"601","Genomic Health®, Inc.",7,6,1,0.00243203249297419,"6"
"602","Genomictree, Inc.",15,1,14,2.10414670105818e-16,"25"
"603","Genor Biopharma Co., Ltd.",1,0,1,0,"1"
"604","Geoff Luke",2,0,2,0,"7"
"605","George Albert Fisher",7,0,7,0,"5"
"606","George E. Peoples",2,0,2,0,"7"
"607","George T. Budd",2,0,2,0,"7"
"608","George W. Sledge Jr.",1,0,1,0,"7"
"609","Georgetown University",32,4,28,3.38746943231484e-06,"5"
"610","Georgia Center for Oncology Research & Education",2,1,1,8.35778450814581e-08,"5"
"611","Gerhard Treiber",3,0,3,0,"5"
"612","Geriatric Oncology Consortium",1,0,1,0,"5"
"613","German Breast Group",38,11,27,0.000657497449191745,"5"
"614","German Cancer Research Center",13,6,7,5.42870285956219e-07,"16"
"615","Gert Meijer",1,0,1,0,"7"
"616","Gesellschaft fur Medizinische Innovation - Hamatologie und Onkologie mbH",2,1,1,1.22555655300694e-15,"5"
"617","Gilead Sciences",22,18,4,0.000309750263575474,"11"
"618","Giselle Sholler",1,0,1,0,"126"
"619","GlaxoSmithKline",59,58,1,0.0353904487818772,"5"
"620","Glendale Adventist Medical Center d/b/a Adventist Health Glendale",3,0,3,0,"127"
"621","Goethe University",3,2,1,3.32628736119018e-05,"5"
"622","Grand Hôpital de Charleroi",3,2,1,8.34509042885698e-10,"12"
"623","Greater Houston Retina Research",1,0,1,0,"46"
"624","Groupe Hospitalier Mutualiste de Grenoble",4,0,4,0,"128"
"625","Groupe Hospitalier de la Rochelle Ré Aunis",1,0,1,0,"24"
"626","Groupe Oncologie Radiotherapie Tete et Cou",1,0,1,0,"5"
"627","Grupo Espanol Multidisciplinario del Cancer Digestivo",5,0,5,0,"28"
"628","Grupo Espanol de Tumores Neuroendocrinos",2,0,2,0,"11"
"629","Grupo Español Multidisciplinar de Melanoma",1,0,1,0,"5"
"630","Grupo Español de Rehabilitación Multimodal",3,0,3,0,"129"
"631","Grupo Gallego de Investigaciones Oncologicas",2,0,2,0,"5"
"632","Grupo Oncológico Gallego",1,0,1,0,"28"
"633","Grupo de Estudios Clínicos Oncológicos Peruano",2,1,1,1.23008331555879e-05,"5"
"634","Grupo de investigación C.E.R",1,0,1,0,"130"
"635","Gruppo Italiano per lo studio dei Carcinomi dell'Apparato Digerente",10,5,5,0.000164016961710021,"10"
"636","Gruppo Oncologico Italiano di Ricerca Clinica",10,3,7,0.000164016492138357,"10"
"637","Gruppo Oncologico del Nord-Ovest",8,2,6,3.2019058844682e-07,"5"
"638","Guangdong Academy of Medical Sciences",3,0,3,0,"1"
"639","Guangdong GD Kongming Biotech LLC",1,0,1,0,"52"
"640","Guangdong Provincial Hospital of Traditional Chinese Medicine",17,16,1,1.22741918715456e-09,"1"
"641","Guangdong Provincial People's Hospital",41,17,24,9.5143028191038e-10,"1"
"642","Guangxi Medical University",1,0,1,0,"1"
"643","Guangzhou Institute of Respiratory Disease",2,0,2,0,"1"
"644","Guangzhou University of Chinese Medicine",11,0,11,0,"1"
"645","Guangzhou Women and Children's Medical Center",3,1,2,5.46733839587854e-11,"1"
"646","Guardant Health, Inc.",5,4,1,5.05963305851198e-05,"5"
"647","Guiyang Medical University",2,0,2,0,"1"
"648","Gulam Manji",2,0,2,0,"11"
"649","Gundersen Lutheran Medical Foundation",1,0,1,0,"131"
"650","Guoqin LIU",1,0,1,0,"1"
"651","Gustave Roussy, Cancer Campus, Grand Paris",22,11,11,0.000170080232658484,"5"
"652","Guy's and St Thomas' NHS Foundation Trust",4,3,1,4.18341034212951e-06,"28"
"653","Gyeongsang National University Hospital",5,3,2,1.51011189998307e-14,"25"
"654","Gynecologic Oncology Group",3,2,1,0.025318689522519,"7"
"655","H. Jaap Bonjer, PhD",1,0,1,0,"16"
"656","H. Lee Moffitt Cancer Center and Research Institute",53,6,47,7.27400568645987e-06,"7"
"657","H3 Biomedicine Inc.",1,0,1,0,"11"
"658","HBI Solutions Inc.",1,0,1,0,"132"
"659","HE Hong-Gu",2,0,2,0,"133"
"660","HEM Pharma Inc.",1,0,1,0,"5"
"661","HKGepitherapeutics",4,0,4,0,"134"
"662","HRYZ Biotech Co.",5,0,5,0,"1"
"663","Habib Bourguiba University Hospital",1,0,1,0,"135"
"664","Hacettepe University",5,2,3,0,"14"
"665","Hackensack Meridian Health",3,1,2,2.55981946377435e-06,"7"
"666","Hadassah Medical Organization",4,2,2,0,"7"
"667","Haihe Biopharma Co., Ltd.",1,0,1,0,"136"
"668","Hallym University Medical Center",10,4,6,1.94406762799573e-13,"25"
"669","Hamilton Health Sciences Corporation",8,5,3,4.40292778921627e-05,"6"
"670","Hangzhou Cancer Hospital",2,1,1,8.49675186456287e-11,"1"
"671","Hangzhou Converd Co., Ltd.",1,0,1,0,"137"
"672","Hanmi Pharmaceutical Company Limited",3,1,2,0,"11"
"673","Hannover Medical School",4,3,1,2.9113943354168e-09,"5"
"674","Hanoi Medical University",3,0,3,0,"138"
"675","Haraldsplass Deaconess Hospital",2,0,2,0,"13"
"676","Harbin Medical University",21,10,11,8.90910759732584e-10,"1"
"677","Harold J. Burstein, MD, PhD",10,0,10,0,"11"
"678","Harry H Yoon",2,0,2,0,"11"
"679","Hartford Hospital",3,1,2,1.62688281842532e-05,"7"
"680","Haruhiko Fukuda",1,0,1,0,"31"
"681","Hasselt University",3,1,2,0,"12"
"682","Hat Yai Medical Education Center",1,0,1,0,"139"
"683","Haukeland University Hospital",14,7,7,2.55786014550566e-07,"13"
"684","HealthPartners Institute",1,0,1,0,"7"
"685","Hebei Medical University",1,0,1,0,"1"
"686","Hebei Medical University Fourth Hospital",15,12,3,1.64058568639899e-09,"1"
"687","Hecheng Li M.D., Ph.D",7,0,7,0,"1"
"688","Heidelberg Pharma AG",1,0,1,0,"7"
"689","Heidelberg University",31,8,23,6.60439259350539e-08,"16"
"690","Heikki Joensuu",1,0,1,0,"13"
"691","Heinrich-Heine University, Duesseldorf",4,3,1,0,"16"
"692","Helio Genomics",2,0,2,0,"140"
"693","Helios University Hospital Wuppertal",25,0,25,0,"19"
"694","Hellenic Cooperative Oncology Group",9,2,7,0.000163702806650969,"5"
"695","Hellenic Oncology Research Group",2,1,1,0.000163696349131041,"141"
"696","Hellenic Study Group of Psychoneuroimmunology in Cancer",1,0,1,0,"5"
"697","Helse Nord-Trøndelag HF",2,1,1,2.13861640859975e-10,"13"
"698","Helse Stavanger HF",12,5,7,6.58667470617067e-08,"13"
"699","Helsinki University Central Hospital",11,7,4,8.5993713690121e-09,"142"
"700","Hematology Oncology Consultants",1,0,1,0,"5"
"701","Henan Cancer Hospital",29,18,11,1.50957641355452e-09,"1"
"702","Henrik Ditzel",2,0,2,0,"143"
"703","Henrik Lindman",8,0,8,0,"13"
"704","Henry Ford Health System",4,2,2,3.94671366999014e-09,"7"
"705","Herbert Hurwitz, MD",1,0,1,0,"7"
"706","Herbert Hurwitz, MD, MD",2,0,2,0,"5"
"707","Herbert Irving Comprehensive Cancer Center",2,1,1,1.29502637920446e-07,"7"
"708","Herbert J. Zeh, III MD, FACS",1,0,1,0,"7"
"709","Herbert Lyerly",1,0,1,0,"11"
"710","Herlev Hospital",16,10,6,1.55106599150499e-06,"13"
"711","Herlev and Gentofte Hospital",13,4,9,1.56833914108515e-08,"13"
"712","Herning Hospital",3,2,1,1.84921326409995e-08,"13"
"713","HiberCell, Inc.",2,1,1,1.77927518565655e-09,"11"
"714","Hillel Yaffe Medical Center",2,0,2,0,"4"
"715","Hiroki Yamaue",1,0,1,0,"144"
"716","Hitendra Patel",6,0,6,0,"11"
"717","Ho-Seong Han",1,0,1,0,"25"
"718","Hoag Memorial Hospital Presbyterian",1,0,1,0,"5"
"719","Hoffman Oncology",1,0,1,0,"145"
"720","Hoffmann-La Roche",75,59,16,0.0127533823712569,"5"
"721","Hokkaido Gastrointestinal Cancer Study Group",1,0,1,0,"146"
"722","Hologic, Inc.",7,6,1,7.2386293568213e-06,"7"
"723","Homerton University Hospital NHS Foundation Trust",1,0,1,0,"11"
"724","Hong Kong Children's Hospital",1,0,1,0,"31"
"725","HonorHealth Research Institute",16,2,14,1.52644419784985e-07,"11"
"726","Hoosier Cancer Research Network",11,4,7,0,"5"
"727","Hope Rugo, MD",12,0,12,0,"11"
"728","Hopital Foch",2,1,1,8.62881296557658e-12,"5"
"729","Hospital Ambroise Paré Paris",2,1,1,3.41126435805664e-10,"5"
"730","Hospital Authority, Hong Kong",2,0,2,0,"31"
"731","Hospital Clinic of Barcelona",31,4,27,5.49894574298046e-08,"24"
"732","Hospital Clinico Universitario de Santiago",5,0,5,0,"24"
"733","Hospital General Universitario Gregorio Marañon",4,3,1,2.96365232137167e-06,"24"
"734","Hospital Israelita Albert Einstein",3,1,2,0.000364259302854037,"5"
"735","Hospital Maciel",1,0,1,0,"21"
"736","Hospital Miguel Servet",5,1,4,0,"24"
"737","Hospital Militar Central Cirujano Mayor Dr. Cosme Argerich",1,0,1,0,"147"
"738","Hospital Moinhos de Vento",1,0,1,0,"148"
"739","Hospital Pedro Hispano",4,0,4,0,"149"
"740","Hospital Perola Byington",1,0,1,0,"150"
"741","Hospital San Carlos, Madrid",7,2,5,0,"24"
"742","Hospital Son Espases",3,1,2,1.39096157266326e-09,"24"
"743","Hospital Universitari Vall d'Hebron Research Institute",4,1,3,0,"24"
"744","Hospital Universitari de Bellvitge",8,3,5,1.39096157190888e-09,"24"
"745","Hospital Universitario La Fe",9,4,5,2.78597089314892e-09,"24"
"746","Hospital Universitario Torrecárdenas",8,0,8,0,"151"
"747","Hospital Universitario de Fuenlabrada",2,1,1,0,"24"
"748","Hospital Universitario de Valme",7,0,7,0,"152"
"749","Hospital de Clinicas de Porto Alegre",3,0,3,0,"4"
"750","Hospital del Mar",8,4,4,6.32618772572028e-09,"24"
"751","Hospital del Río Hortega",5,1,4,0,"24"
"752","Howard S. Hochster, MD",2,0,2,0,"7"
"753","Huai'an First People's Hospital",5,1,4,0,"153"
"754","Huashan Hospital",11,8,3,1.32768244645861e-09,"1"
"755","Huazhong University of Science and Technology",24,6,18,5.34367725549786e-10,"1"
"756","Hui ting Xu，MD",1,0,1,0,"1"
"757","Hull University Teaching Hospitals NHS Trust",2,1,1,2.27114017113858e-10,"28"
"758","Humanitas Clinical and Research Center",16,3,13,4.76146788435752e-11,"10"
"759","Humanity & Health Medical Group Limited",3,0,3,0,"21"
"760","Hunan Cancer Hospital",13,9,4,6.97882722484787e-10,"1"
"761","Hunan Province Tumor Hospital",3,1,2,3.81848240789301e-11,"1"
"762","Hunter Holmes Mcguire Veteran Affairs Medical Center",1,0,1,0,"154"
"763","Hutchison Medipharma Limited",4,3,1,7.32373635849774e-11,"1"
"764","Hvidovre University Hospital",4,3,1,4.67759587070137e-10,"13"
"765","Hôpital Cochin",7,0,7,0,"17"
"766","IFAG AG",3,0,3,0,"155"
"767","IFOM ETS - The AIRC Institute of Molecular Oncology",3,1,2,4.75834426523251e-11,"5"
"768","IO Biotech",3,0,3,0,"11"
"769","IRCCS Azienda Ospedaliera Universitaria San Martino - IST Istituto Nazionale per la Ricerca sul Cancro, Genoa, Italy",3,1,2,3.27988325131623e-07,"5"
"770","IRCCS Azienda Ospedaliero-Universitaria di Bologna",6,3,3,5.56164493827148e-08,"10"
"771","IRCCS San Raffaele",8,3,5,5.4022694299391e-09,"10"
"772","ISAR-M GmbH",1,0,1,0,"156"
"773","Ian E. Krop, MD, PhD",4,0,4,0,"11"
"774","Iaso Maternity Hospital, Athens, Greece",1,0,1,0,"157"
"775","Ibrahim Halil Sahin",1,0,1,0,"25"
"776","Icahn School of Medicine at Mount Sinai",15,3,12,5.11968118509339e-06,"7"
"777","Iceland Genomics Corporation",1,0,1,0,"7"
"778","Ichor Medical Systems Incorporated",1,0,1,0,"7"
"779","Ifat Klein",1,0,1,0,"158"
"780","Immanuel Kant Baltic Federal University",1,0,1,0,"159"
"781","Immunis.AI",1,0,1,0,"7"
"782","ImmunoVaccine Technologies, Inc. (IMV Inc.)",1,0,1,0,"11"
"783","Immunocore Ltd",1,0,1,0,"5"
"784","Immutep S.A.S.",2,1,1,1.44137747760537e-09,"19"
"785","Impatients N.V. trading as myTomorrows",1,0,1,0,"5"
"786","Imperial College London",28,4,24,2.22889887090942e-06,"28"
"787","Indiana University",15,6,9,5.20135307217111e-06,"7"
"788","Indiana University School of Medicine",9,2,7,1.52091859333205e-19,"5"
"789","Infinity Pharmaceuticals, Inc.",3,1,2,0,"5"
"790","Inge Marie Svane",1,0,1,0,"13"
"791","Inje University",8,7,1,9.41027711274022e-13,"25"
"792","Inland Norway University of Applied Sciences",1,0,1,0,"160"
"793","Inna Chen, MD",10,0,10,0,"13"
"794","Innovative Cellular Therapeutics Co., Ltd.",1,0,1,0,"161"
"795","Innovis LLC",2,1,1,0,"7"
"796","Inova Health Care Services",9,2,7,0,"7"
"797","Insel Gruppe AG, University Hospital Bern",16,4,12,3.26359709704238e-08,"43"
